Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	21328784	4.138975	16.47792172861738
chr22	21358030	3.987659	16.598970191467377
chr22	21358125	3.973276	16.599349019072378
chr22	21443523	3.520389	16.93865884292038
chr22	21444062	1.026729	16.940556332591377
chr22	21444618	0.263666	16.941127193915378
chr22	21448094	0.263666	16.94204369693138
chr22	21452112	0.291362	16.943103106919377
chr22	21454896	0.8721310000000001	16.94391425872738
chr22	21457702	0.907643	16.94636145831338
chr22	21555991	1.34033	17.03557278114038
chr22	21561877	0.41789	17.043461963520382
chr22	21561983	0.068816	17.043506259860383
chr22	21562901	0.068816	17.043569432948384
chr22	21568615	0.124166	17.043962647572386
chr22	21572775	0.052424	17.044479178132384
chr22	21572942	0.026957	17.044487932940385
chr22	21574308	0.027673	17.044524756202385
chr22	21574352	0.0284	17.044525973814384
chr22	21574627	0.027859	17.044533783814384
chr22	21577779	0.0142989999999999	17.044621595382385
chr22	21577975	0.001916	17.044624397986386
chr22	21585386	0.001614	17.044638597462384
chr22	21585900	0.001469	17.044639427058385
chr22	21587626	0.001399	17.044641962552387
chr22	21587692	0.00133	17.044642054886385
chr22	21587718	0.001282	17.044642089466386
chr22	21589649	0.001275	17.044644565008387
chr22	21590807	0.001284	17.044646041458385
chr22	21591562	0.001311	17.044647010878386
chr22	21593178	0.006579	17.044649129454385
chr22	21593355	0.00657	17.044650293937384
chr22	21593935	0.006567	17.044654104537383
chr22	21595038	0.006567	17.044661347938383
chr22	21597451	0.001499	17.044677194109383
chr22	21598462	0.001499	17.044678709598383
chr22	21602364	0.001541	17.04468455869638
chr22	21604749	0.098838	17.044688233981383
chr22	21610472	0.020108	17.045253883855384
chr22	21610662	0.001318	17.045257704375384
chr22	21612153	0.001318	17.045259669513385
chr22	21613106	0.0013179999999999	17.045260925567383
chr22	21613507	0.0013179999999999	17.045261454085384
chr22	21613932	0.001318	17.045262014235384
chr22	21615669	0.001318	17.045264303601385
chr22	21616752	0.001318	17.045265730995386
chr22	21619030	0.001318	17.045268733399386
chr22	21620414	0.001318	17.045270557511387
chr22	21622940	0.001336	17.045273886779388
chr22	21623389	0.001458	17.045274486643386
chr22	21624158	0.006229	17.045275607845387
chr22	21624807	0.074202	17.045279650466387
chr22	21625000	0.121504	17.045293971452388
chr22	21625295	0.176255	17.045329815132387
chr22	21626605	0.176255	17.045560709182386
chr22	21627960	0.178513	17.045799534707385
chr22	21628051	0.181338	17.045815779390384
chr22	21628603	0.991502	17.045915877966383
chr22	21628971	2.561297	17.046280750702383
chr22	21629477	2.809835	17.047576766984385
chr22	21630805	9.086391	17.051308227864386
chr22	21634235	8.215218	17.082474548994387
chr22	21635332	3.799411	17.09148664314039
chr22	21636534	3.798149	17.09605353516239
chr22	21637061	3.763406	17.09805515968539
chr22	21638778	2.591195	17.10451692778739
chr22	21642781	2.680033	17.11488948137239
chr22	21643285	3.104785000000001	17.11624021800439
chr22	21644220	6.227323	17.11914319197939
chr22	21646307	6.275763	17.13213961508039
chr22	21649639	0.92105	17.15305045739639
chr22	21651340	0.920697	17.15461716344639
chr22	21651398	0.898049	17.15467056387239
chr22	21651430	0.873907	17.15469930144039
chr22	21651590	0.753804	17.154839126560393
chr22	21651719	0.4795919999999999	17.15493636727639
chr22	21651930	0.370128	17.15503756118839
chr22	21652151	0.370783	17.15511935947639
chr22	21652854	0.258368	17.155380019925392
chr22	21653518	0.258752	17.155551576277393
chr22	21655939	0.258347	17.156178014869393
chr22	21656629	0.260173	17.156356274299394
chr22	21657826	0.260169	17.156667701380396
chr22	21658483	0.257622	17.156838632413397
chr22	21660475	0.257381	17.157351815437398
chr22	21660633	0.36485	17.157392481635398
chr22	21660855	0.236957	17.157473478335397
chr22	21660945	0.236892	17.157494804465397
chr22	21662101	0.237688	17.157768651617396
chr22	21662102	0.238322	17.157768889305395
chr22	21662163	0.239081	17.157783426947393
chr22	21665387	0.268956	17.158554224091393
chr22	21666405	1.182062	17.158828021299392
chr22	21667716	0.677852	17.160377704581393
chr22	21669861	0.160274	17.161831697121393
chr22	21670701	0.077932	17.161966327281394
chr22	21671187	0.058387	17.162004202233394
chr22	21671381	0.049417	17.162015529311393
chr22	21673059	0.049428	17.162098451037394
chr22	21673279	0.049454	17.162109325197395
chr22	21673328	0.049432	17.162111748443394
chr22	21673835	0.049444	17.162136810467395
chr22	21675982	0.049444	17.162242966735395
chr22	21678702	0.049451	17.162377454415395
chr22	21679337	0.049451	17.162408855800397
chr22	21681448	0.049451	17.162513246861398
chr22	21681662	0.289236	17.1625238293754
chr22	21681911	0.105672	17.1625958491394
chr22	21682057	0.067437	17.1626112772514
chr22	21682223	0.057613	17.1626224717934
chr22	21682351	0.057389	17.162629846257403
chr22	21682899	0.053828	17.1626612954294
chr22	21682934	0.050941	17.162663179409403
chr22	21683436	0.050612	17.162688751791404
chr22	21684169	0.050794	17.162725850387403
chr22	21684537	0.050895	17.162744542579404
chr22	21684910	0.051245	17.162763526414405
chr22	21685373	0.051245	17.162787252849405
chr22	21685574	0.051161	17.162797553094403
chr22	21686006	0.05103	17.162819654646402
chr22	21686424	0.05135	17.162840985186403
chr22	21687149	0.052486	17.162878213936402
chr22	21687312	0.054334	17.1628867691544
chr22	21688029	0.059752	17.162925726632402
chr22	21688151	0.065585	17.162933016376403
chr22	21689493	0.084039	17.1630210314464
chr22	21689951	0.1164769999999999	17.1630595213084
chr22	21690097	0.159567	17.1630765269504
chr22	21690694	0.163356	17.1631717884494
chr22	21690738	0.205445	17.1631789761134
chr22	21691314	1.412802	17.1632973124334
chr22	21691822	0.865358	17.1640150158494
chr22	21692498	0.28215	17.1645999978574
chr22	21694573	0.274751	17.165185459107402
chr22	21695494	0.267953	17.1654385047784
chr22	21695776	0.267946	17.165514067524402
chr22	21697294	0.268069	17.165920809552404
chr22	21697420	0.268151	17.165954586246404
chr22	21698525	0.268062	17.166250893101402
chr22	21699591	0.268884	17.166536647193404
chr22	21700318	0.268824	17.166732125861405
chr22	21700991	0.269096	17.166913044413405
chr22	21701105	0.288185	17.166943721357406
chr22	21702984	0.276896	17.167485220972406
chr22	21704297	0.268285	17.167848785420407
chr22	21707924	0.265938	17.168821855115407
chr22	21709048	0.255774	17.16912076942741
chr22	21710106	0.262509	17.169391378319407
chr22	21710133	0.266146	17.169398466062407
chr22	21710962	0.374131	17.16961910109641
chr22	21713433	0.443203	17.170543578797407
chr22	21713850	0.510744	17.170728394448407
chr22	21714228	0.612862	17.170921455680407
chr22	21714451	0.685175	17.171058123906406
chr22	21715051	1.989942	17.171469228906407
chr22	21716855	1.993765	17.175059084274405
chr22	21721130	1.59352	17.183582429649405
chr22	21722116	1.6022629999999998	17.185153640369407
chr22	21722835	1.684543	17.186305667466407
chr22	21722935	1.674656	17.186474121766405
chr22	21724874	2.085109	17.189721279750405
chr22	21724937	2.117436	17.189852641617403
chr22	21726589	2.136079	17.193350645889403
chr22	21727284	8.99751	17.194835220794403
chr22	21727375	9.013531	17.195653994204402
chr22	21727578	9.013223	17.197483740997402
chr22	21727729	9.013132	17.198844737670402
chr22	21728314	3.752811	17.2041174198904
chr22	21728499	1.980558	17.204811689925403
chr22	21728531	1.980538	17.204875067781405
chr22	21730172	1.174029	17.208125130639406
chr22	21730601	1.174004	17.208628789080407
chr22	21732084	0.762439	17.210369837012408
chr22	21739303	0.765266	17.215873884153407
chr22	21741631	0.761351	17.217655423401407
chr22	21742088	0.75918	17.218003360808407
chr22	21742513	0.755276	17.218326012308406
chr22	21744398	3.204581	17.219749707568408
chr22	21745006	0.470362	17.221698092816407
chr22	21745999	0.448109	17.22216516228241
chr22	21746429	0.442696	17.22235784915241
chr22	21747086	0.443127	17.222648700424408
chr22	21748193	2.135931	17.223139242013406
chr22	21748744	0.281194	17.224316139994407
chr22	21749134	0.280576	17.224425805654406
chr22	21750584	0.203921	17.224832640854405
chr22	21751104	0.178325	17.224938679774404
chr22	21751293	0.161048	17.224972383199404
chr22	21751687	0.151823	17.225035836111402
chr22	21752246	0.146267	17.225120705168404
chr22	21752329	0.139556	17.225132845329405
chr22	21752901	0.138049	17.225212671361405
chr22	21753576	0.137901	17.225305854436403
chr22	21755092	0.137974	17.225514912352402
chr22	21755307	0.138205	17.225544576762402
chr22	21755447	0.138275	17.225563925462403
chr22	21755532	0.138407	17.2255756788374
chr22	21756338	0.138535	17.225687234879402
chr22	21756996	0.138605	17.2257783909094
chr22	21757019	0.138605	17.2257815788244
chr22	21757611	0.138605	17.2258636329844
chr22	21758238	0.138685	17.2259505383194
chr22	21758505	0.138685	17.2259875672144
chr22	21758513	0.13876	17.2259886766944
chr22	21759399	0.13876	17.2261116180544
chr22	21759598	0.13876	17.2261392312944
chr22	21759747	0.130182	17.2261599065344
chr22	21760249	0.114849	17.2262252578984
chr22	21760715	0.089907	17.2262787775324
chr22	21761064	0.0587499999999999	17.2263101550754
chr22	21761209	0.020804	17.2263186738254
chr22	21761597	0.010461	17.2263267457774
chr22	21761913	0.007288	17.2263300514534
chr22	21762178	0.006897	17.2263319827734
chr22	21763213	0.006897	17.226339121168397
chr22	21765414	0.006915	17.2263543014654
chr22	21765864	0.0071479999999999	17.2263574132154
chr22	21765945	0.007461	17.2263579922034
chr22	21767028	0.013605	17.2263660724664
chr22	21767038	0.013605	17.226366208516403
chr22	21767265	0.020542	17.226369296851402
chr22	21767860	0.020542	17.226381519341402
chr22	21768900	0.020542	17.2264028830214
chr22	21769361	0.036079	17.2264123528834
chr22	21770751	0.049914	17.2264625026934
chr22	21772876	0.049914	17.226568569943403
chr22	21773201	0.049914	17.226584791993403
chr22	21774252	0.158393	17.226637251607404
chr22	21774389	0.269815	17.226658951448403
chr22	21774926	0.057205	17.226803842103404
chr22	21775435	0.037275	17.226832959448405
chr22	21776656	0.0145399999999999	17.226878472223405
chr22	21776836	0.002134	17.226881089423404
chr22	21777867	0.00154	17.226883289577405
chr22	21782109	0.00154	17.226889822257405
chr22	21786418	0.00154	17.226896458117405
chr22	21786598	0.0015399999999999	17.226896735317407
chr22	21786940	0.00154	17.226897261997408
chr22	21787536	0.00154	17.22689817983741
chr22	21788551	0.00154	17.22689974293741
chr22	21789417	0.00154	17.22690107657741
chr22	21790812	0.002116	17.226903224877407
chr22	21790964	0.002498	17.22690354650941
chr22	21792110	0.077079	17.22690640921741
chr22	21792251	0.147106	17.22691727735641
chr22	21793732	0.285855	17.22713514134241
chr22	21796693	7.947568999999999	17.22798155799741
chr22	21796997	0.048797	17.23039761897341
chr22	21797532	0.0483609999999999	17.23042372536841
chr22	21798950	0.048355	17.23049230126641
chr22	21799729	0.048355	17.23052996981141
chr22	21800830	0.048457	17.23058320866641
chr22	21803372	0.137492	17.23070638636041
chr22	21807837	0.14454	17.23132028814041
chr22	21808085	0.083463	17.23135613406041
chr22	21808704	0.064492	17.231407797657408
chr22	21809136	0.049803	17.23143565820141
chr22	21809344	0.048538	17.23144601722541
chr22	21811268	0.0471339999999999	17.231539404337408
chr22	21816813	0.047134	17.231800762367406
chr22	21817278	0.025807	17.231822679677407
chr22	21819069	0.022736	17.23186890001441
chr22	21819618	0.019403	17.23188138207841
chr22	21821696	0.017178	17.23192170151241
chr22	21823010	0.016099	17.23194427340441
chr22	21824502	0.016149	17.23196829311241
chr22	21825894	0.016916	17.23199077252041
chr22	21827189	0.049742	17.232012678740407
chr22	21829691	0.049645	17.232137133224406
chr22	21829844	0.163173	17.232144728909404
chr22	21832153	0.163288	17.232521495366402
chr22	21832190	0.126555	17.232527537022403
chr22	21832249	0.086973	17.232535003767403
chr22	21832273	0.04923	17.232537091119404
chr22	21832514	0.021175	17.232548955549404
chr22	21832804	0.021229	17.232555096299404
chr22	21833371	0.021483	17.232567133142403
chr22	21833894	0.023517	17.232578368751405
chr22	21835874	0.033797	17.232624932411404
chr22	21837286	0.044404	17.232672653775406
chr22	21837296	0.052601	17.232673097815407
chr22	21839045	0.231278	17.232765096964407
chr22	21840786	0.051282	17.233167751962405
chr22	21845681	0.243177	17.233418777352405
chr22	21846241	0.022485	17.233554956472403
chr22	21850504	0.449306	17.233650810027402
chr22	21851322	0.023357	17.234018342335403
chr22	21854850	0.023923	17.2341007458314
chr22	21855846	0.02594	17.2341245731394
chr22	21857026	0.032831	17.2341551823394
chr22	21858180	0.096606	17.2341930693134
chr22	21858685	0.099547	17.2342418553434
chr22	21859680	0.374615	17.2343409046084
chr22	21860283	0.390551	17.234566797453397
chr22	21860457	0.275526	17.2346347533274
chr22	21860600	0.1113994296994955	17.2346741535454
chr22	21865159	0.246808	17.2351820235454
chr22	21865784	0.485097	17.2353362785454
chr22	21866526	0.149881	17.2356962205194
chr22	21872748	1.178645	17.2366287801014
chr22	21878915	0.123704	17.2438974838164
chr22	21880124	0.118688	17.2440470419524
chr22	21882912	0.1111790125448028	17.2443779440964
chr22	21890724	0.0953849868766404	17.245246474542398
chr22	21893010	0.0945792449392712	17.2454645246224
chr22	21897456	0.094473	17.245885023945398
chr22	21898685	0.095291	17.2460011312624
chr22	21899923	0.099848	17.2461191015204
chr22	21900662	0.099847	17.2461928891924
chr22	21902435	0.099849	17.2463699179234
chr22	21903314	0.1635803641025641	17.2464576851944
chr22	21904094	0.229918	17.2465852778784
chr22	21906101	1.224718	17.2470467233044
chr22	21906236	2.744417	17.2472120602344
chr22	21907048	1.6331350000000002	17.2494405268384
chr22	21907107	0.38504	17.249536881803397
chr22	21907717	0.457325	17.249771756203398
chr22	21907921	0.587585	17.2498650505034
chr22	21908029	0.710362	17.2499285096834
chr22	21909687	0.567591	17.2511062898794
chr22	21909749	0.567526	17.251141480521397
chr22	21910504	0.529126	17.2515699626514
chr22	21910948	0.455495	17.2518048945954
chr22	21911214	0.369228	17.251926056265397
chr22	21911725	0.34736	17.252114731773396
chr22	21912237	0.325495	17.252292580093396
chr22	21912468	0.36341	17.252367769438397
chr22	21912598	0.2477238413439103	17.252415012738396
chr22	21914741	0.241391	17.252945884930398
chr22	21915504	0.241499	17.2531300662634
chr22	21916688	0.2444059999999999	17.253416001079398
chr22	21917856	0.359125	17.253701467287396
chr22	21918120	0.550454	17.253796276287396
chr22	21918364	0.698319	17.253930587063397
chr22	21919838	0.697655	17.2549599092694
chr22	21920372	0.669268	17.255332457039398
chr22	21920633	0.661499	17.255507135987397
chr22	21921269	0.171632	17.255927849351398
chr22	21923198	0.167076	17.256258927479397
chr22	21923656	0.141454	17.2563354482874
chr22	21925240	0.141449	17.256559511423397
chr22	21926544	0.138295	17.256743960919398
chr22	21926720	0.135413	17.256768300839397
chr22	21926870	0.133185	17.256788612789396
chr22	21927265	0.133733	17.256841220864395
chr22	21927529	0.134624	17.256876526376395
chr22	21927890	0.1389800836575875	17.256925125640397
chr22	21928404	0.142577	17.256996561403398
chr22	21928512	0.147357	17.257011959719396
chr22	21930141	0.162145	17.257252004272395
chr22	21930952	0.216362	17.257383503867395
chr22	21932419	0.2949	17.257700906921396
chr22	21933592	0.613087	17.258046824621395
chr22	21933639	0.879068	17.258075639710395
chr22	21934188	0.31023	17.258558248042394
chr22	21935025	0.735678	17.258817910552395
chr22	21936031	0.168764	17.259558002620395
chr22	21937100	0.142402	17.259738411336393
chr22	21937727	0.12995	17.259827697390392
chr22	21937845	0.120088	17.25984303149039
chr22	21938623	0.22214	17.259936459954393
chr22	21938758	0.21762	17.259966448854392
chr22	21941382	0.201239	17.260537483734392
chr22	21941747	0.110595	17.260610935969392
chr22	21942087	0.08175	17.260648538269393
chr22	21943901	0.081583	17.260796832769394
chr22	21946569	0.410183	17.261014496213395
chr22	21947301	0.07483	17.261314750169394
chr22	21948390	0.074813	17.261396240039392
chr22	21949149	0.071273	17.26145302310639
chr22	21950571	0.094844	17.26155437331239
chr22	21951257	0.118415	17.26161943629639
chr22	21953147	0.108846	17.26184324064639
chr22	21960091	0.098883	17.26259906727039
chr22	21960940	0.08905	17.26268301893739
chr22	21961788	0.075577	17.26275853333739
chr22	21962259	0.068523	17.26279413010439
chr22	21962965	0.06517	17.262842507342388
chr22	21964108	0.064424	17.262916996652386
chr22	21964573	0.064424	17.262946953812385
chr22	21964803	0.064414	17.262961771332385
chr22	21967169	0.064407	17.263114174856387
chr22	21967766	0.064289	17.26315262583539
chr22	21967805	0.064287	17.263155133106387
chr22	21967898	0.064209	17.263161111797388
chr22	21967902	0.064043	17.263161368633387
chr22	21969079	0.063935	17.263236747244388
chr22	21971742	0.064247	17.26340700614939
chr22	21972239	0.064737	17.26343893690839
chr22	21972296	0.06525	17.26344262691739
chr22	21973944	0.069819	17.26355015891739
chr22	21973977	0.074646	17.26355246294439
chr22	21974019	0.07881	17.26355559807639
chr22	21974248	0.084347	17.26357364556639
chr22	21975375	0.086917	17.26366870463539
chr22	21975479	0.0889	17.263677744003388
chr22	21976637	0.091985	17.263780690203387
chr22	21977669	0.186794	17.263875618723386
chr22	21978211	0.612639	17.263976861071384
chr22	21978504	0.647485	17.264156364298383
chr22	21978653	0.877833	17.264252839563383
chr22	21978896	1.379288	17.264466152982383
chr22	21979265	0.4098614774933804	17.264975110254383
chr22	21980398	0.375807	17.265439483308384
chr22	21980565	0.326303	17.265502243077385
chr22	21980728	0.304453	17.265555430466385
chr22	21980901	0.300163	17.265608100835387
chr22	21981242	0.29875	17.265710456418386
chr22	21982115	0.312975	17.265971265168385
chr22	21982311	0.366379	17.266032608268386
chr22	21982393	0.420931	17.266062651346385
chr22	21984802	0.680254	17.267076674125384
chr22	21985092	0.683746	17.267273947785384
chr22	21986746	1.238569	17.268404863669385
chr22	21987079	1.711511	17.268817307146385
chr22	21987798	1.723173	17.270047883555385
chr22	21987850	1.7407440000000003	17.270137488551384
chr22	21988004	2.834002	17.270405563127383
chr22	21988067	4.511488	17.270584105253384
chr22	21988259	7.309196999999999	17.271450310949383
chr22	21988595	19.307754	17.273906201141383
chr22	21988657	19.319721	17.275103281889383
chr22	21988939	19.308686	17.280551443211383
chr22	21989156	6.714564	17.28474142807338
chr22	21989522	0.733099	17.28719895849738
chr22	21990451	0.213012	17.28788000746838
chr22	21992793	0.212861	17.28837888157238
chr22	21994691	0.202635	17.28878289175038
chr22	21995312	0.203601	17.288908728085378
chr22	21995568	0.204133	17.28896084994138
chr22	21996734	0.576929	17.28919886901938
chr22	21996786	1.452971	17.28922886932738
chr22	21996968	13.175998	17.28949331004938
chr22	21997641	13.23567	17.29836075670338
chr22	21998669	13.116869	17.31196702546338
chr22	21998706	13.020804	17.312452349616382
chr22	22000056	12.803005	17.330030435016383
chr22	22000971	12.755926	17.34174518459138
chr22	22001099	12.724989	17.343377943119382
chr22	22001243	26.759379644048945	17.34521034153538
chr22	22002142	31.682699	17.36926702383538
chr22	22003086	31.79841	17.39917549169138
chr22	22003803	26.444125	17.42197495166138
chr22	22003833	23.168617000000005	17.42276827541138
chr22	22004012	20.12879	17.426915457854378
chr22	22004919	18.57029	17.44517227038438
chr22	22006252	1.922795	17.46992646695438
chr22	22006905	1.800259	17.47118205208938
chr22	22007955	1.796663	17.47307232403938
chr22	22008135	1.796617	17.47339572337938
chr22	22009101	1.790542	17.47513125540138
chr22	22010807	1.790671	17.47818592005338
chr22	22011421	1.103667	17.47928539204738
chr22	22011474	0.39766	17.47934388639838
chr22	22013299	0.340708	17.48006961589838
chr22	22014399	0.348988	17.48044439469838
chr22	22015552	0.34907	17.480846777862382
chr22	22015780	0.348824	17.48092636582238
chr22	22015907	0.348895	17.48097066647038
chr22	22017240	0.49686	17.48143574350538
chr22	22017336	0.650149	17.48148344206538
chr22	22019568	1.199378	17.48293457463338
chr22	22020339	1.196611	17.48385929507138
chr22	22020340	1.222956	17.48386049168238
chr22	22020455	1.205452	17.484001131622378
chr22	22020603	1.217473	17.48417953851838
chr22	22022034	1.237658	17.48592174238138
chr22	22022478	1.236459	17.486471262533378
chr22	22022808	1.230711	17.486879294003376
chr22	22023089	1.230973	17.487225123794378
chr22	22023713	1.2312470000000002	17.487993250946378
chr22	22024136	1.23152	17.488514068427378
chr22	22024490	2.177173	17.48895002650738
chr22	22024669	8.586166	17.489339740474378
chr22	22025671	8.719895	17.49794307880638
chr22	22025819	8.719895	17.49923362326638
chr22	22026320	3.1327799999999995	17.50360229066138
chr22	22026345	0.8704	17.50368061016138
chr22	22026647	0.761101	17.503943470961378
chr22	22026854	0.52796	17.50410101886838
chr22	22026929	0.346987	17.50414061586838
chr22	22027370	0.309163	17.50429363713538
chr22	22028282	0.309012	17.50457559379138
chr22	22029213	0.312795	17.50486328396338
chr22	22029581	0.315053	17.50497839252338
chr22	22029643	0.317252	17.50499792580938
chr22	22030461	0.320909	17.50525743794538
chr22	22030471	0.325439	17.50526064703538
chr22	22030608	0.332196	17.505305232178383
chr22	22030775	0.336422	17.505360708910384
chr22	22032036	0.371099	17.505784937052383
chr22	22032073	0.399743	17.505798667715382
chr22	22032093	0.434744	17.50580666257538
chr22	22032219	0.492112	17.505861440319382
chr22	22032431	0.567199	17.505965768063383
chr22	22032841	0.623899	17.506198319653382
chr22	22032902	0.692116	17.50623637749238
chr22	22033608	0.692116	17.506725011388383
chr22	22033688	6.510406	17.50678038066838
chr22	22033722	6.514341	17.507001734472382
chr22	22033934	6.517623000000001	17.50838277476438
chr22	22034613	6.522085938022813	17.512808240781382
chr22	22037243	6.801707	17.529961326798382
chr22	22037708	6.801752	17.53312412055338
chr22	22037934	6.820374	17.53466131650538
chr22	22038074	18.084609	17.53561616886538
chr22	22038385	18.089958	17.54124048226438
chr22	22038486	18.091695	17.54306756802238
chr22	22039207	32.550913	17.55611168011738
chr22	22039745	32.912633	17.57362407131138
chr22	22039828	32.912633	17.576355819850377
chr22	22039842	32.912633	17.576816596712376
chr22	22040344	32.912633	17.593338738478376
chr22	22040351	32.912633	17.593569126909376
chr22	22040637	21.874334	17.602982139947375
chr22	22041356	1.9334	17.618709786093376
chr22	22042626	1.94749	17.621165204093376
chr22	22042657	1.96473	17.621225576283376
chr22	22043038	1.964699	17.621974138413375
chr22	22043310	1.977363	17.622508536541375
chr22	22043373	1.976643	17.622633110410376
chr22	22043449	1.986516	17.622783335278378
chr22	22043509	1.997506	17.622902526238377
chr22	22043545	2.012626	17.622974436454378
chr22	22043729	2.026419	17.62334475963838
chr22	22043822	2.030898	17.623533216605377
chr22	22044037	2.020618	17.623969859675377
chr22	22044328	2.017298	17.624557859513377
chr22	22044461	2.014349	17.62482616014738
chr22	22044503	2.016585	17.624910762805378
chr22	22044685	2.03305	17.62527778127538
chr22	22044779	2.083365	17.62546888797538
chr22	22044947	2.140951	17.62581889329538
chr22	22045016	2.225963	17.625966618914383
chr22	22045101	2.302777	17.626155825769384
chr22	22045205	2.460784	17.626395314577383
chr22	22045498	2.59258	17.627116324289382
chr22	22045518	3.044598	17.62716817588938
chr22	22045763	15.570961	17.62791410239938
chr22	22046025	22.005797	17.63199369418138
chr22	22046101	22.610591	17.63366613475338
chr22	22046263	23.730831777272726	17.63732905049538
chr22	22046483	23.334503388636364	17.64254983348638
chr22	22046492	22.938175	17.64275984401688
chr22	22046608	23.653298	17.64542067231688
chr22	22046772	25.015339	17.649299813188883
chr22	22046869	25.679345	17.651726301071882
chr22	22047138	25.744364	17.658634044876884
chr22	22047481	25.826517	17.667464361728882
chr22	22047581	26.622295	17.67004701342888
chr22	22047705	49.327681	17.673348178008883
chr22	22048542	49.454851	17.714635447005882
chr22	22048558	49.454851000000005	17.71542672462188
chr22	22048725	49.454851	17.723685684738882
chr22	22050156	0.4841535610366846	17.794455576519884
chr22	22058143	0.5718172805183424	17.798322511011882
chr22	22058144	0.659481	17.798323082829164
chr22	22058753	0.742865	17.798724706758165
chr22	22059381	0.56685	17.799191225978166
chr22	22059570	0.510363	17.799298360628168
chr22	22059589	0.498586	17.799308057525167
chr22	22059708	0.47653	17.799367389259167
chr22	22060042	0.4774059999999999	17.799526550279168
chr22	22060419	0.797924	17.79970653234117
chr22	22060576	3.747551	17.79983180640917
chr22	22060686	7.170677	17.80024403701917
chr22	22060806	3.535265	17.80110451825917
chr22	22061038	3.724826	17.80192469973917
chr22	22061134	2.876389	17.802282283035172
chr22	22061399	2.486293	17.80304452612017
chr22	22061559	2.501262	17.80344233300017
chr22	22061594	2.6869900429184552	17.80352987717017
chr22	22061827	5.375218021459228	17.80415594585017
chr22	22061828	8.063446	17.80416132106819
chr22	22061882	10.114068	17.80459674715219
chr22	22062019	1.511563	17.80598237446819
chr22	22062158	0.808889	17.80619248172519
chr22	22062249	0.7823659999999999	17.80626609062419
chr22	22062435	0.595048	17.80641161070019
chr22	22062657	0.524655	17.80654371135619
chr22	22062961	0.484972	17.80670320647619
chr22	22063263	0.481825	17.806849668020188
chr22	22063281	0.475133	17.80685834087019
chr22	22063323	0.472217	17.80687829645619
chr22	22063414	0.4694882666666666	17.80692126820319
chr22	22064404	0.4862	17.80738606158719
chr22	22064519	0.5161360924855491	17.807441974587192
chr22	22064692	0.5183695462427746	17.807531266131193
chr22	22064696	0.520603	17.80753333960938
chr22	22064847	0.543032	17.807611950662377
chr22	22065486	0.863762	17.807958948110375
chr22	22065525	1.131338	17.807992634828377
chr22	22065715	1.4850584857768052	17.808207589048376
chr22	22066629	1.481349	17.809564932504376
chr22	22066838	1.482691	17.809874534445377
chr22	22066959	1.481554	17.810053940056378
chr22	22067001	1.4815660000000002	17.810116165324377
chr22	22067462	1.563353	17.810799167250376
chr22	22067522	1.640592	17.810892968430377
chr22	22067863	1.859831	17.811452410302376
chr22	22068338	2.785975	17.812335830027376
chr22	22069891	3.711526	17.816662449202376
chr22	22071037	3.130263	17.820915857998376
chr22	22071082	1.365179	17.821056719833376
chr22	22071151	1.179666	17.821150917184376
chr22	22071477	1.118041	17.821535488300377
chr22	22071734	1.093659	17.821822824837376
chr22	22071735	1.063668	17.821823918496378
chr22	22071892	1.02998	17.82199091437238
chr22	22072490	0.98475	17.822606842412377
chr22	22072556	0.929119	17.822671835912377
chr22	22072612	0.862752	17.82272386657638
chr22	22072713	0.798963	17.82281100452838
chr22	22073009	0.792003	17.82304749757638
chr22	22073149	0.795356	17.82315837799638
chr22	22073194	0.809338	17.82319416901638
chr22	22073672	0.916975	17.82358103258038
chr22	22073952	0.981244	17.823837785580377
chr22	22074289	1.015645	17.824168464808377
chr22	22074462	1.073679	17.824344171393378
chr22	22074561	1.078284	17.824450465614376
chr22	22074848	1.073552	17.824759933122376
chr22	22075154	1.058809	17.825088440034374
chr22	22075457	1.058609	17.825409259161376
chr22	22075631	1.061121	17.825593457127376
chr22	22075818	1.067619	17.825791886754377
chr22	22076284	1.080211	17.826289397208377
chr22	22076541	1.047428	17.826567011435376
chr22	22076634	1.002496	17.826664422239375
chr22	22077244	0.9572589488636364	17.827275944799375
chr22	22077420	0.922662	17.827444422374374
chr22	22077745	0.850938	17.827744287524375
chr22	22078698	0.7304805	17.828555231438376
chr22	22078699	0.610023	17.828555961918877
chr22	22078769	0.446458	17.828598663528876
chr22	22079228	0.437028	17.828803587750876
chr22	22079252	0.4358602026666666	17.828814076422876
chr22	22079627	0.4302269999999999	17.828977523998876
chr22	22080038	0.540194	17.829154347295876
chr22	22080156	2.984164	17.829218090187876
chr22	22080244	4.114293	17.829480696619875
chr22	22080425	3.957745	17.830225383652873
chr22	22080481	3.209608	17.830447017372872
chr22	22080522	3.177642	17.830578611300872
chr22	22080527	1.882596	17.830594499510873
chr22	22080546	0.4503602992518702	17.830630268834874
chr22	22081749	7.414020649625936	17.831172052274873
chr22	22081861	14.377681	17.83200242258763
chr22	22081907	14.746749032258064	17.832663795913632
chr22	22082341	16.14342001612903	17.83906388499363
chr22	22082347	17.540091	17.839160745513727
chr22	22082465	18.970998227956983	17.841230476251727
chr22	22082930	19.011884	17.850051990427726
chr22	22083028	19.011883999999995	17.851915155059725
chr22	22083244	19.272320767123286	17.856021722003725
